SN2005M 0.022972 16.4456 0.788118332529 0.0273
SN2005am 0.008967 14.1786 1.48695206327 0.0435
SN2005el 0.014885 15.7131 1.13209517529 0.0977
SN2005eq 0.028351 16.8875 0.795543906314 0.0627
SN2005hc 0.044983 17.8934 0.703943368166 0.0281
SN2005iq 0.032929 17.3734 1.30335256604 0.0187
SN2005ki 0.02037 16.2138 1.39659252448 0.0267
SN2006bh 0.010493 14.9692 1.43070708753 0.0227
SN2007bd 0.031939 17.1701 1.26896260125 0.0288
SN2007on 0.006182 13.3482 1.63412837139 0.0099
SN2008R 0.012887 15.5969 1.58325793182 0.0618
SN2008bc 0.015707 15.9402 0.892245780945 0.2248
SN2008gp 0.032824 17.2476 1.06753164592 0.1036
SN2008hv 0.013581 15.4385 1.31833229131 0.0278
SN2008ia 0.022597 16.8144 1.11488567735 0.1949
SN2004ey 0.014627 15.6989 0.976891433045 0.1221
SN2004gs 0.027498 17.2743 1.57006175626 0.0256
SN2005al 0.013286 15.6688 1.11086424429 0.048
SN2005na 0.026815 16.7145 1.06786405006 0.0684
SN2006D 0.009641 14.6716 1.38211100812 0.0393
SN2006ax 0.017957 15.7868 1.01210031126 0.0413
SN2006et 0.021178 16.2679 0.879067179869 0.0165
SN2006gt 0.043641 18.0877 1.07446747871 0.032
SN2006hb 0.015337 15.7462 1.48547050378 0.0239
SN2006kf 0.020799 16.7809 1.11567999797 0.2097
SN2007S 0.015024 15.6927 0.795549681084 0.0221
SN2007af 0.00629 13.6756 1.18730964663 0.0336
SN2007as 0.017896 16.5284 1.12488390295 0.1231
SN2007bc 0.021851 16.4108 1.11709248816 0.0185
SN2007bm 0.007441 14.2073 1.15050253857 0.0354
SN2007ca 0.01507 16.0793 0.869229243178 0.057
SN2007if 0.073092 17.1755 0.644048394528 0.071
SN2007jg 0.036577 18.0292 1.31116789331 0.0901
SN2007le 0.005522 14.0952 0.954588119915 0.0287
SN2007nq 0.043904 17.8258 1.50798334804 0.0313
SN2008C 0.017067 16.0171 1.14951910387 0.0721
